obs,APPLE,DATE,EXXON_MOBIL,FORD,GEN_ELECTRIC,INTEL,MICROSOFT,NETFLIX,NOKIA,SP500,YAHOO
1354,575.000023,734680,82.660004,10.05,19.91,26.110001,30.190001,67.029999,2.14,1320.709961,15.41
1355,571.670013,734681,84.779999,9.93,19.92,26,29.98,66.099998,2.19,1331.52002,15.41
1356,577.999985,734682,85.440002,9.95,20.42,26.280001,30.450001,68.300001,2.11,1330.119995,15.61
1357,584.730019,734685,85.690002,9.5,20.74,26.51,30.620001,68.769999,2.11,1362.329956,15.8
1358,594.879997,734686,85.330002,9.53,20.379999,26.719999,30.23,68.489999,2.04,1365.75,15.83
1359,600.56002,734688,84.260002,9.67,20.34,26.809999,30.59,74.329999,1.96,1373.719971,15.9
1360,607.089996,734689,84.519997,9.47,20.16,26.440001,30.610001,83.740001,1.87,1367.089966,15.8
1361,605.299995,734692,84.080002,9.46,19.99,26.049999,30.120001,82.979997,1.82,1354.660034,15.78
1362,617.969978,734693,83.480003,9.5,20.040001,25.85,30.08,83.72,1.84,1352.959961,15.83
1363,606.119987,734694,83.410004,9.33,19.68,25.57,29.709999,80.099998,1.93,1341.400024,15.82
1364,600.240013,734695,84.449997,9.26,19.5,25.16,29.15,81.520003,1.86,1341.290039,15.63
1365,602.949982,734696,84.830002,9.16,19.51,24.799999,28.76,85.780001,1.84,1334.810059,15.7
1366,605.120018,734699,85.18,9.22,19.51,25.23,29.48,85.109999,1.8,1356.5,15.69
1367,610.790001,734700,85.339996,9.28,19.639999,25.33,29.639999,83.250003,1.66,1353.680054,15.85
1368,606.590012,734701,86.019997,9.38,19.65,25.200001,29.6,81.249997,1.95,1363.579956,15.64
1369,611.279999,734702,85.870003,9.45,19.940001,26.35,30.51,81.96,1.73,1373.01001,15.71
1370,613.029999,734703,84.800003,9.28,19.889999,25.870001,31,82.660003,4,1376.51001,15.75
1371,594.399986,734706,85.209999,9.08,19.559999,25.049999,29.57,80.729999,4.02,1362.339966,15.7
1372,607.37999,734707,85.139999,9.17,20.059999,25.190001,29.24,81.07,3.99,1350.52002,15.74
1373,574.459984,734708,85.559998,9.17,20.059999,25.02,29.24,64.210001,4.02,1338.349976,15.52
1374,579.760025,734709,86.589996,9.05,20.200001,25.59,29.23,59.310002,2.07,1338.170044,15.69
1375,575.01001,734710,87.279999,8.99,20.629999,25.68,29.48,57.359998,4,1360.050049,15.88
1376,590.920013,734713,87.370003,9.04,20.790001,25.98,29.75,58.93,3.96,1385.939941,16.15
1377,603.229988,734714,87.019997,9.13,20.75,25.76,29.48,57.45,3.98,1385.27002,16
1378,615.910011,734715,86.099998,9.29,20.860001,25.83,29.59,57.429999,3.97,1379.319946,15.86
1379,602.840019,734716,87.07,8.99,20.52,25.74,29.209999,54.280001,2.32,1375.130005,15.86
1380,613.630013,734717,87.550003,9.02,20.82,26.25,29.530001,54.860001,4.13,1365.449951,15.89
1381,617.290016,734720,87.879997,9.13,20.969999,26.219999,30,54.54,4.12,1391.040039,16
1382,622.769981,734721,87.75,9.18,21.139999,26.459999,30.07,56.950002,4.15,1394.459961,16.09
1383,619.389984,734722,87.839996,9.25,21.049999,26.48,30.209999,57.570003,4.17,1401.22998,16.15
1384,617.849976,734723,87.669998,9.31,20.940001,26.639999,30.389999,57.590003,2.8,1402.26001,16.16
1385,618.710022,734724,88.099998,9.3,21,26.700001,30.5,57.659998,4.17,1402.579956,15.25
1386,623.390022,734727,88.169998,9.35,21.040001,26.76,30.35,61.219999,4.16,1405.869995,15.03
1387,631.870003,734728,88.190002,9.45,21.08,26.799999,30.299999,60.619999,4.12,1404.359985,15.04
1388,631.300003,734729,88.190002,9.44,20.860001,26.23,30.110001,62.029998,4.15,1403.890015,14.77
1389,631.210014,734730,88.889999,9.5,20.870001,26.440001,30.360001,63.459997,2.76,1405.569946,14.81
1390,640.000015,734731,88.07,9.65,21.02,26.57,30.92,64.880003,4.04,1415.839966,15.02
1391,650.010017,734734,88.139999,9.58,20.950001,26.219999,30.82,63.640001,3.98,1417.849976,14.99
1392,670.82,734735,87.199997,9.65,20.969999,26.33,30.76,65.140002,4.06,1418.130005,14.95
1393,654.419998,734736,87.790001,9.5,20.77,25.889999,30.59,65.120002,4.1,1413.089966,14.95
1394,666.109985,734737,87.160004,9.45,20.74,25.58,30.389999,66.020002,3.08,1413.48999,14.9
1395,659.509995,734738,88.07,9.42,20.59,25.049999,30.25,63.090002,4.02,1401.98999,14.82
1396,679.989983,734741,87.57,9.51,20.82,24.860001,30.93,63.320001,3.2,1411.130005,14.92
1397,674.979988,734742,88.07,9.37,20.76,24.790001,30.700001,62.240003,2.93,1410.439941,14.84
1398,675.250008,734743,87.379997,9.33,20.82,24.93,30.65,63.050001,2.93,1409.319946,14.73
1399,670.640022,734744,87.610001,9.3,20.719999,24.57,30.530001,63.159997,2.82,1410.079956,14.81
1400,667.249985,734745,87.330002,9.39,20.76,24.5,30.6,61.310001,2.9,1400.069946,14.79
1401,665.760017,734749,87.519997,9.37,20.629999,25.030001,30.450001,57.999999,2.89,1406.540039,14.64
1402,675.570015,734750,87.889999,9.45,20.549999,24.4,30.219999,55.600001,2.39,1404.939941,14.86
1403,673.170013,734751,89.269997,9.66,20.870001,24.469999,30.5,55.610001,2.52,1403.73999,15.13
1404,678.050018,734752,89.82,9.95,21.32,24.129999,31.040001,56.680002,2.65,1432.119995,15.12
1405,680.45002,734755,89.75,10.08,21.48,23.950001,30.83,56.340001,2.79,1437.920044,15.19
1406,665.110016,734756,89.629997,10.18,21.49,23.299999,30.690001,55.900001,2.94,1429.130005,15.09
1407,666.849976,734757,89.709999,10.25,21.67,23.389999,30.940001,57.500001,2.8,1433.560059,15.3
1408,677.370003,734758,91.5,10.2,21.77,23.01,30.889999,56.87,3.01,1436.560059,15.38
1409,689.959984,734759,91.919998,10.41,22.200001,23.450001,31.01,58.499997,3.05,1460.069946,15.7
1410,699.349998,734762,91.43,10.27,21.93,23.290001,31.190001,58.980001,2.87,1465.420044,15.81
1411,699.879997,734763,91.480003,10.3,21.99,23.309999,31.1,57.290003,2.87,1461.189941,15.65
1412,700.259979,734764,90.139999,10.49,22.299999,23.5,31.09,56.739997,2.83,1459.5,15.96
1413,699.159981,734765,92.029999,10.48,22.190001,23.09,30.950001,56.420003,2.79,1461.050049,15.76
1414,702.409988,734766,91.309998,10.53,22.549999,23.219999,31.43,59.429998,2.7,1460.339966,15.72
1415,686.859993,734769,92.110001,10.3,22.4,22.93,31,56.86,2.77,1459.76001,15.69
1416,688.260025,734770,91.720001,10.35,22.389999,22.950001,30.950001,56.749997,2.64,1456.939941,16.09
1417,668.740005,734771,91.830002,9.98,22.16,22.57,30.280001,53.990001,2.65,1441.599976,15.71
1418,664.290024,734772,91.480003,10.13,22.24,22.76,30.17,55.86,2.64,1433.359985,15.9
1419,678.750008,734773,91.790001,9.99,22.77,23.059999,30.18,55.040001,2.59,1447.130005,16.01
1420,671.159981,734776,92.120003,9.89,22.73,22.75,29.809999,54.600001,2.78,1440.900024,16
1421,661.81002,734777,91.650002,10.01,22.93,22.889999,29.68,56.449997,2.63,1444.98999,16.030001
1422,664.860023,734778,92.080002,9.82,22.860001,22.860001,29.75,58.390001,2.66,1446.050049,16
1423,671.250023,734779,92.589996,10.06,22.950001,22.58,29.969999,62.649999,2.7,1451.079956,16.219999
1424,665.200005,734780,92.150002,10.17,23.040001,22.66,30.23,67.059999,2.65,1461.400024,16.27
1425,646.880013,734783,92.830002,10.06,22.870001,22.620001,29.639999,71.389998,2.73,1460.930054,16.02
1426,638.650024,734784,91.800003,10.21,22.940001,22.16,29.68,68.900002,2.63,1455.900024,16.030001
1427,639.739983,734785,91.57,10.12,22.610001,21.9,29.15,65.829998,2.57,1441.47998,15.83
1428,646.499977,734786,91.510002,10.06,22.59,21.870001,29.219999,66.900002,2.55,1432.819946,15.94
1429,629.55999,734787,91.349998,10.14,22.58,21.58,28.969999,65.799997,2.6,1432.839966,15.9
1430,632.350014,734790,91.889999,10.11,22.540001,21.530001,29.370001,65.150002,2.75,1428.75,15.85
1431,635.370003,734791,92.620003,10.26,22.790001,21.99,29.450001,64.899997,2.87,1440.310059,15.82
1432,648.870018,734792,92.970001,10.31,22.77,21.27,29.299999,66.010002,2.82,1454.219971,15.85
1433,639.590019,734793,93.57,10.36,22.809999,21.82,29.65,68.489999,2.84,1460.939941,16.23
1434,631.050011,734794,91.669998,10.42,22.51,21.67,29.049999,67.190002,2.84,1457.339966,16
1435,612.419998,734797,91.129997,10.14,21.860001,21.4,28.73,64.359998,2.62,1433.209961,15.81
1436,631.000023,734798,90.459999,10.02,21.35,21.32,27.77,67.299998,2.65,1433.73999,16.530001
1437,621.440018,734799,90.629997,10.08,21.43,21.73,28.16,57.860003,2.63,1413.199951,16.780001
1438,619.999985,734800,90.559998,10.42,21.5,21.58,28.190001,60.049999,2.6,1409.73999,16.719999
1439,609.430023,734801,91.029999,10.35,21.190001,21.77,27.860001,61.55,2.7,1412.969971,16.540001
1440,594.879997,734806,90.25,10.7,21.26,22.01,28.549999,66.409998,2.76,1410.98999,16.809999
1441,598.219994,734807,91.760002,11.19,21.030001,21.76,28.84,77.849999,2.81,1412.199951,16.9
1442,595.890007,734808,90.040001,11.31,21.530001,22.389999,29.59,77.249999,2.77,1427.589966,17
1443,583.520004,734811,90.860001,11.15,21.200001,22.02,29.620001,74.569998,2.77,1414.02002,17.1
1444,590.230011,734812,90.239998,11.33,21.51,21.73,29.82,77.060001,2.69,1417.26001,17.440001
1445,573.839996,734813,88.269997,11.25,21.360001,21.540001,29.530001,76.43,2.64,1428.27002,17.24
1446,560.629974,734814,86.610001,11.07,21.16,20.9,29.120001,78.15,2.62,1394.530029,17.299999
1447,540.420006,734815,87.269997,10.76,20.76,20.809999,28.879999,76.309998,2.72,1377.550049,17.219999
1448,554.149986,734818,86.75,11.03,21.040001,20.879999,28.940001,78.999999,2.64,1379.859985,17.18
1449,538.910011,734819,86.75,10.89,20.6,20.57,27.02,77.839999,2.78,1380.030029,17.42
1450,545.500015,734820,86.089996,11.02,20.73,20.42,27.24,80.000002,2.71,1374.640015,17.9
1451,537.530006,734821,86.139999,10.57,19.9,20.01,26.879999,80.109998,2.75,1355.410034,17.82
1452,525.200005,734822,87.400002,10.58,20.1,20.07,26.67,81.279998,2.88,1353.359985,17.91
1453,540.709999,734825,87.510002,10.65,20.41,19.99,26.799999,82.010001,2.97,1359.880005,18.02
1454,571.910019,734826,87.809998,10.85,20.67,19.879999,26.76,81.510003,3.07,1386.819946,18.440001
1455,564.249977,734827,88.25,10.84,20.700001,19.52,26.709999,82.499999,3.44,1387.790039,18.24
1456,567.169991,734829,88.32,10.98,20.809999,19.530001,27.23,83.41,3.54,1391.030029,18.5
1457,575.900017,734832,88.400002,11.05,20.879999,19.690001,27.540001,82.600001,3.35,1409.150024,18.879999
1458,589.549995,734833,86.529999,11.1,21.040001,19.950001,27.360001,82.030002,3.2,1406.290039,18.870001
1459,577.269981,734834,88.370003,11.05,20.75,19.889999,27.01,82.749998,3.39,1398.77002,18.780001
1460,590.220024,734835,88.07,11.32,21.24,19.83,27.110001,82.390003,3.29,1409.959961,18.950001
1461,586.789986,734836,88.550003,11.52,21.139999,19.629999,27.049999,80.5,3.29,1415.949951,18.9
1462,593.650009,734839,87.379997,11.56,21.18,19.879999,26.780001,81.849998,3.31,1416.339966,18.549999
1463,581.800018,734840,87.269997,11.4,20.870001,19.629999,26.5,75.509999,3.56,1409.459961,18.639999
1464,568.910004,734841,87.760002,11.32,20.91,19.940001,26.379999,86.599999,3.87,1407.050049,18.98
1465,528.94001,734842,88.169998,11.26,21.200001,19.99,26.809999,82.199999,3.85,1409.430054,18.780001
1466,553.400009,734843,88.580002,11.27,21.440001,20.33,26.82,88.269998,3.71,1413.949951,19.16
1467,525,734846,88.610001,11.41,21.43,20.15,26.559999,85.999999,3.72,1418.069946,19.18
1468,539.770004,734847,89.089996,11.51,21.48,20.16,27.049999,85.300003,3.83,1418.550049,19.530001
1469,547.769974,734848,89.160004,11.52,21.610001,20.860001,27.530001,86.269999,3.76,1427.839966,19.559999
1470,531.149994,734849,88,11.46,21.74,20.629999,27.32,90.850003,3.84,1428.47998,19.440001
1471,514.749992,734850,88.360001,11.27,21.610001,20.52,27.110001,92.669998,3.84,1419.449951,19.4
1472,508.929993,734853,88.75,11.16,21.690001,20.549999,26.790001,92.969998,4.17,1413.540039,19.719999
1473,525,734854,89.540001,11.48,21.85,20.68,27.25,94.969997,4.3,1430.469971,19.719999
1474,531.470001,734855,88.379997,11.79,21.639999,21.07,27.690001,96.600001,4.19,1446.790039,19.59
1475,530.000008,734856,87.660004,11.74,20.91,21.209999,27.360001,94.330003,4.03,1435.810059,19.58
1476,512.469994,734857,87.129997,11.55,20.84,20.66,27.450001,92.049997,4.05,1443.670044,19.49
1477,520.350014,734860,87.209999,11.67,20.790001,20.65,27.200001,91.559999,4.04,1430.150024,19.450001
1478,519.000023,734862,87.050003,12.31,20.809999,20.74,27.030001,89.84,4.06,1426.660034,19.700001
1479,513.539978,734863,86.099998,12.79,20.799999,20.700001,26.889999,90.589997,3.87,1419.829956,19.540001
1480,510.290024,734864,85.040001,12.55,20.450001,20.35,26.709999,89.799999,3.81,1418.099976,19.440001
1481,510.529976,734867,87.790001,12.88,20.290001,20.25,26.59,89.380003,4.18,1402.430054,19.43
1482,553.819992,734869,88.459999,13.23,21.51,21.15,27.25,95.210003,4.13,1426.189941,20.200001
1483,547.87999,734870,88.5,13.24,21.48,21.4,27.629999,91.970002,4.2,1462.420044,20.049999
1484,536.969994,734871,88.309998,13.51,21.209999,21.360001,27.27,96.54,4.21,1459.369995,19.76
1485,521.999985,734874,87.82,13.52,21.16,21.280001,26.77,96.390003,4.06,1466.469971,19.559999
1486,529.209976,734875,88.400002,13.38,21.1,21.23,26.75,100.009999,3.91,1461.890015,19.32
1487,522.500023,734876,88.75,13.4,21.040001,21.219999,26.719999,97.12,4.45,1457.150024,19.73
1488,528.549988,734877,88.970001,13.78,21.040001,21.610001,26.65,96.570001,4.42,1461.02002,19.190001
1489,521.000015,734878,89.459999,14,21.219999,21.799999,26.49,98.179997,4.65,1472.119995,19.049999
1490,502.680023,734881,89.18,14.04,21.18,21.98,26.9,100.990002,4.54,1472.050049,19.33
1491,498.300003,734882,89.160004,13.91,21.040001,21.950001,26.83,103.020001,4.57,1470.670044,19.280001
1492,494.639999,734883,89.760002,14.16,21.15,21.91,27.15,101.820001,4.61,1472.329956,19.91
1493,510.309998,734884,90.089996,14.27,21.219999,22.120001,27.190001,98.090002,4.43,1472.630005,20.139999
1494,498.519981,734885,90.269997,14.1,21.940001,21.360001,27.1,100.380001,4.49,1480.949951,20.07
1495,504.560013,734889,90.5,14.06,22.18,21.280001,27.299999,99.649998,4.71,1485.97998,19.91
1496,508.80999,734890,90.879997,14,21.98,21.200001,27.200001,97.13,4.18,1492.560059,19.98
1497,460.000008,734891,91.57,13.82,21.959999,21.1,27.700001,143.989998,4.21,1494.810059,20.08
1498,451.690018,734892,91.669998,13.83,22.280001,21.040001,27.58,145.669996,4.18,1494.819946,20.43
1499,437.829994,734895,91.209999,13.49,22.440001,21.01,28.01,172.509996,4.26,1502.959961,20.5
